id_dia,fecha,semana,fdo_produccion,fdo_backlog,fdo_congestion,fdo_fatiga,fdo_clima,fdo_dotacion,fdo_variabilidad
1,2024-11-11,1,0.32483570765056163,0.19308678494144077,0.2823844269050346,0.2761514928204013,0.3765846625276664,0.888293152152541,0.2789606407753696
2,2024-11-12,1,0.3383717364576454,0.1765262807032524,0.2771280021792982,0.1768291153593769,0.3534270246429743,0.9120981135783017,0.10433598776711012
3,2024-11-13,1,0.21375410837434833,0.17188562353795137,0.19935844398327882,0.2157123666297637,0.3091975924478789,0.8293848149332355,0.2732824384460777
4,2024-11-14,1,0.2887111849756732,0.2033764102343962,0.17876259068932715,0.2727808637737409,0.4110922589709866,0.8424503211288848,0.21878490091728361
5,2024-11-15,1,0.2699680655040597,0.18541531251033616,0.21991466938853016,0.3926139092254469,0.39865027752620663,0.847114453552205,0.24112724560515947
6,2024-11-16,1,0.23895781750144887,0.2104431797502378,0.15201649380601123,0.13359069755507846,0.4196861235869124,0.9369233289997705,0.20856841405949852
7,2024-11-17,1,0.29421758588058794,0.18494481522053557,0.17607390048162863,0.16400778958026457,0.35393612290402127,0.9528561113109458,0.21718091447842308
8,2024-11-18,2,0.26639344677731785,0.2798405621061034,0.2852913405246387,0.22069935453015663,0.5692957923752063,0.9242772488520703,0.3011094605012645
9,2024-11-19,2,0.31258457838432263,0.24817574484380295,0.32110862611563273,0.30332271090157253,0.46021073970659054,0.863444323894082,0.19922870584515318
10,2024-11-20,2,0.294735123341421,0.30426265475607356,0.3723574559739957,0.2509449484664379,0.608481453280322,0.8908090739796545,0.22228946681519834
11,2024-11-21,2,0.3726152348208753,0.3405381919596621,0.30275415258995697,0.43277763733615493,0.2461536530821451,0.913822397946034,0.2588978079573631
12,2024-11-22,2,0.3395950870221612,0.2682244024631388,0.20516700881540992,0.34356186015357904,0.5438394206422942,0.9466219749643486,0.2286319436317722
13,2024-11-23,2,0.31412077440079517,0.23854851145713685,0.3503155604305583,0.2709830100284388,0.45515214311441565,0.8983906443829406,0.2593993320128566
14,2024-11-24,2,0.402977704072099,0.22853370894249606,0.28816234721556616,0.23494004688884668,0.3617766686779077,0.8875332865805016,0.26759821815444906
15,2024-11-25,3,0.4093465819230321,0.3155433706039699,0.28832237198838834,0.2880586429526411,0.5476549474182267,0.8053406819934645,0.3010266235076086
16,2024-11-26,3,0.429293451931636,0.4215820223332538,0.367819799732501,0.3219684286270473,0.574481807494287,0.7495159846895934,0.30776521531844825
17,2024-11-27,3,0.4121024195879604,0.4504348328969916,0.3494728608518529,0.3241682762075897,0.5784552221003794,0.7870206435735688,0.36623204981666013
18,2024-11-28,3,0.4466875607252478,0.3668243246248796,0.3136215363511721,0.47923062463771404,0.4417412927916756,0.874797400144559,0.418613690381408
19,2024-11-29,3,0.3595640928343746,0.2989578407925887,0.3640734773452911,0.3839171263850991,0.42686005596429044,0.8488826941948469,0.25597572340460384
20,2024-11-30,3,0.4327705306226681,0.2813015155610371,0.4365876293417861,0.26992824447409725,0.5497202474503362,0.886130406323029,0.24754769326921133
21,2024-12-01,3,0.42046390582111554,0.3926298649868487,0.2787167473628477,0.31832260201752427,0.6079146784957461,0.884545689043411,0.24724337354700499
22,2024-12-02,4,0.3976135329821498,0.41700616918993577,0.4284855972980229,0.3761610061536575,0.6326091093258842,0.7841805821028937,0.3752490484944138
23,2024-12-03,4,0.4782899873012977,0.3551915200077725,0.5069250891936015,0.387328009681953,0.4788339386559218,0.8510094986135097,0.31490228012499755
24,2024-12-04,4,0.5029905938234862,0.4488388698594611,0.37260224771877803,0.41180517009857975,0.6392423810698364,0.8592848261815428,0.458476012769061
25,2024-12-05,4,0.4513669578362201,0.35322228269121636,0.3691606421550874,0.4228458493880917,0.5902541174347762,0.8352394169226505,0.3774709036028646
26,2024-12-06,4,0.5049955260881648,0.39155918550298624,0.4863130674942294,0.4504035219744658,0.8699812050351485,0.8494651855700686,0.3207784858155495
27,2024-12-07,4,0.410091738733308,0.4150327116712501,0.40246322437007104,0.39933638834096824,0.6452880508335411,0.8145403725489746,0.3212966777329434
28,2024-12-08,4,0.3878940024020704,0.36858334330573983,0.4564563033525372,0.37434105084287383,0.47339041050498787,0.8268408644743773,0.3829022326228055
29,2024-12-09,5,0.47398894637176153,0.46223170984273093,0.47109225410411815,0.36103330329028704,0.5869286509056799,0.8189483172275026,0.47233438034058206
30,2024-12-10,5,0.5708719207835633,0.38566198614759994,0.421290566186062,0.4439335815422512,0.6025285099620725,0.8166614752243933,0.6108183927145543
31,2024-12-11,5,0.5467263437164765,0.5113237365544845,0.5158819063564782,0.45075138074710813,0.519622990406817,0.8288575519337542,0.37954055745493964
32,2024-12-12,5,0.5063408878448178,0.4302772771539993,0.47227552515113425,0.6339147465154936,0.3644233956116768,0.8252221004278165,0.3375460246223356
33,2024-12-13,5,0.4945852248923465,0.5089929843938228,0.4713958191365913,0.4642945792853529,0.4796195439448548,0.8248889783558246,0.3816634865959614
34,2024-12-14,5,0.529004747660917,0.45682404654064523,0.4356018008015273,0.5253790226480846,0.6145418171026528,0.6896519615762106,0.4275045339202896
35,2024-12-15,5,0.4850924949433988,0.49716712128526575,0.4285557812601831,0.41244499610847324,0.6016486427688974,0.834196850617597,0.3581669978290294
36,2024-12-16,6,0.5560022109352253,0.4944345526237704,0.4900608110985871,0.5609999847413276,0.49684468246438157,0.7005921659196114,0.5186203700800115
37,2024-12-17,6,0.6788350825779044,0.5698050812093756,0.446758774429572,0.4485155690839602,0.5830376262869483,0.7282528903554246,0.49491824413458413
38,2024-12-18,6,0.6114589753987396,0.47183529460291407,0.5197510049241827,0.3106639057238191,0.353907747234857,0.7510079560667057,0.4103381136290302
39,2024-12-19,6,0.6543478379238545,0.44667474928378653,0.5007250483924235,0.5792643015915773,0.6004738402748976,0.6918432560773917,0.5308854603350207
40,2024-12-20,6,0.5732389257782521,0.46910638562942064,0.5458324464404363,0.5826802575059462,0.39632482365240657,0.7671264678858646,0.4534615928841847
41,2024-12-21,6,0.5784031399898352,0.5512883519078705,0.6020281135345403,0.41083649778593023,0.6696498488339127,0.6660319736602386,0.46513801797549353
42,2024-12-22,6,0.6021431330515016,0.5322314115685698,0.491592296736243,0.46232116020940894,0.40704641790240276,0.7341681257891531,0.5152073775783239
43,2024-12-23,7,0.6451235015709795,0.5471727020551491,0.6222527210443897,0.5426377033165577,0.42493970051561014,0.7678450784598171,0.4858229767266236
44,2024-12-24,7,0.5992636752628787,0.6191828620743449,0.6077912405444004,0.5262276475745198,0.3553862269625923,0.8002468811530576,0.49769415783093574
45,2024-12-25,7,0.6546275963312291,0.5717085491964871,0.5663886671113662,0.5822115698720868,0.42619512353051714,0.7770391181636683,0.5925466676304437
